"Status code","Status","Links"
"200","Success link","https://uat-ecatalog.corning.com/life-sciences/b2c/US/en/Microplates/c/microplates?productsSearchState=&resourcesSearchState=&relatedContentSearchState=&utm_source=&utm_medium=&initialResultType=products#skip-to-content"
"200","Success link","https://uat-ecatalog.corning.com/life-sciences/b2c/US/en/Microplates/c/microplates?productsSearchState=&resourcesSearchState=&relatedContentSearchState=&utm_source=&utm_medium=&initialResultType=products#skiptonavigation"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en.html"
"200","Success link","https://uat-ecatalog.corning.com/life-sciences/b2c/US/en/Microplates/c/microplates?productsSearchState=&resourcesSearchState=&relatedContentSearchState=&utm_source=&utm_medium=&initialResultType=products#"
"200","Success link","https://uat-ecatalog.corning.com/life-sciences/b2c/US/en/login"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/products/advanced-optics.html"
"200","Success link","https://www.corninggorillaglass.com/"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/products/display-glass.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/products/environmental-technologies.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/products/life-sciences.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/products/communication-networks.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/products/pharmaceutical-technologies/valor-glass.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/markets/Optical-Communications-Market.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/markets/Mobile-Consumer-Electronics-Market.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/markets/Display-Market.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/markets/Automotive-Market.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/markets/Life-Sciences-Market.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/markets/Additional-Markets.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/innovation/culture-of-innovation.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/innovation/corning-emerging-innovations.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/innovation/materials-science.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/innovation/the-glass-age.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/innovation/a-day-made-of-glass.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/about-us/company-profile.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/about-us/corning-business-segments.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/sustainability.html"
"403","Broken link","https://investor.corning.com/"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/about-us/news-events.html"
"200","Success link","https://uat-portal.corning.com/"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/careers.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/contact-us.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/regions.html?bu=clsb2c&pagePath=/Microplates/c/microplates&productsSearchState=&resourcesSearchState=&relatedContentSearchState=&utm_source=&utm_medium=&initialResultType=products"
"200","Success link","https://uat-ecatalog.corning.com/life-sciences/b2c/US/en/Microplates/c/microplates?productsSearchState=&resourcesSearchState=&relatedContentSearchState=&utm_source=&utm_medium=&initialResultType=products#"
"200","Success link","https://uat-ecatalog.corning.com/life-sciences/b2c/US/en/login"
"200","Success link","https://uat-ecatalog.corning.com/life-sciences/b2c/US/en/cart"
"200","Success link","https://uat-ecatalog.corning.com/life-sciences/b2c/US/en/quickOrder"
"200","Success link","https://uat-ecatalog.corning.com/life-sciences/b2c/US/en/import/csv/saved-cart"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/products/life-sciences.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/products/life-sciences.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/products/life-sciences.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/products/life-sciences/products/adme-tox-research.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/products/life-sciences/products/bioprocess.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/products/life-sciences/products/cell-Culture.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/products/life-sciences/products/equipment.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/products/life-sciences/products/filtration.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/products/life-sciences/products/general-labware.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/products/life-sciences/products/genomics.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/products/life-sciences/products/glassware.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/products/life-sciences/products/liquid-handling.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/products/life-sciences/products/media-sera-reagents.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/products/life-sciences/products/microbiology.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/products/life-sciences/products/microplates.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/products/life-sciences/products/permeable-supports.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/products/life-sciences/products/surfaces.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/products/life-sciences/applications/cell-culture.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/products/life-sciences/applications/cell-culture/3D-cell-culture.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/products/life-sciences/applications/bioprocess-applications.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/products/life-sciences/applications/cell-culture/cancer-research.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/products/life-sciences/applications/cell-therapy.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/products/life-sciences/applications/disease-modeling.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/products/life-sciences/applications/genomics-applications.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/products/life-sciences/applications/drug-discovery-applications.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/products/life-sciences/products/in-vitro-fertilization.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/products/life-sciences/applications/stem-cell-applications.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/products/life-sciences/resource-library.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/products/life-sciences/resource-library.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/products/life-sciences/resources/stories.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/products/life-sciences/support-main/customer-service.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/products/life-sciences/support-main/technical-support.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/products/life-sciences/how-to-buy.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/products/life-sciences/resources/webinars.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/products/life-sciences/resources/applications-and-resources-for-covid-19.html"
"200","Success link","https://www.corning.com/worldwide/en/products/life-sciences/resource-library/search.html?productsSearchState=&resourcesSearchState=&relatedContentSearchState=&initialResultType=resources&searchText=&search-tag=%7B%22k%22%3A%22resource_types_en_us_s%22%2C%22v%22%3A%22Drawings%22%7D&"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/products/life-sciences/config/Distributors.html"
"200","Success link","https://www.corning.com/worldwide/en/products/life-sciences/resources/webforms/microbiology-warranty-registration-form.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/products/life-sciences/resources/brands.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/products/life-sciences/news-events/events.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/products/life-sciences/news-events/events.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/products/life-sciences/news-events/news-releases.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/products/life-sciences/news-events/events.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/products/life-sciences/resources/webinars.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/products/life-sciences/resources/webforms/global-email-preference-center.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/products/life-sciences/product-catalog.html"
"200","Success link","https://uat-ecatalog.corning.com/life-sciences/b2c/US/en/Microplates/c/microplates?productsSearchState=&resourcesSearchState=&relatedContentSearchState=&utm_source=&utm_medium=&initialResultType=products#"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/products/life-sciences/product-catalog.html"
"200","Success link","https://uat-ecatalog.corning.com/life-sciences/b2c/US/en/quickOrder"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/products/life-sciences/resource-library.html"
"200","Success link","http://www.corning.com/worldwide/en/products/life-sciences/product-catalog.html"
"200","Success link","https://uat-ecatalog.corning.com/life-sciences/b2c/US/en/Microplates/c/microplates"
"200","Success link","https://uat-ecatalog.corning.com/life-sciences/b2c/US/en/Microplates/Microplate-Accessories/Filter-Microplate-Accessories/96-well-Filter-Plate-Volume-Adapter-Applicator/p/3507?lang=en"
"200","Success link","https://uat-ecatalog.corning.com/life-sciences/b2c/US/en/Microplates/Assay-Microplates/384-Well-Microplates/Corning-384-well-High-Content-Screening-Microplates-with-Film-Bottom/p/corning384WellHighContentScreeningMicroplatesWithFilmBottom"
"200","Success link","https://uat-ecatalog.corning.com/life-sciences/b2c/US/en/Microplates/Assay-Microplates/384-Well-Microplates/Corning-384-well-High-Content-Screening-Microplates-with-Glass-Bottom/p/corning384WellHighContentScreeningMicroplatesWithGlassBottom"
"200","Success link","https://uat-ecatalog.corning.com/life-sciences/b2c/US/en/Microplates/Assay-Microplates/96-Well-Microplates/Corning-96-well-High-Content-Screening-Microplates-with-Film-Bottom/p/corning96WellHighContentScreeningMicroplatesWithFilmBottom"
"200","Success link","https://uat-ecatalog.corning.com/life-sciences/b2c/US/en/Microplates/Assay-Microplates/96-Well-Microplates/Corning-96-well-Spheroid-Microplates/p/corning96WellSpheroidMicroplates"
"200","Success link","https://uat-ecatalog.corning.com/life-sciences/b2c/US/en/Microplates/Assay-Microplates/1536-well-Microplates/Corning%C2%AE-1536-well-Cyclic-Olefin-Copolymer-%28COC%29-Microplates/p/corning1536WellCyclicOlefinCopolymerMicroplates"
"200","Success link","https://uat-ecatalog.corning.com/life-sciences/b2c/US/en/Microplates/Assay-Microplates/1536-well-Microplates/Corning%C2%AE-1536-well-Spheroid-Microplates/p/corning1536WellSpheroidMicroplates"
"200","Success link","https://uat-ecatalog.corning.com/life-sciences/b2c/US/en/Microplates/Assay-Microplates/384-Well-Microplates/Corning%C2%AE-384-well-Black-Clear-and-White-Clear-Bottom-Polystyrene-Microplates/p/corning384WellBlackClearAndWhiteClearBottomPolystyreneMicroplates"
"200","Success link","https://uat-ecatalog.corning.com/life-sciences/b2c/US/en/Microplates/Assay-Microplates/384-Well-Microplates/Corning%C2%AE-384-well-Clear-Polystyrene-Microplates/p/corning384WellClearPolystyreneMicroplates"
"200","Success link","https://uat-ecatalog.corning.com/life-sciences/b2c/US/en/Microplates/Assay-Microplates/BioCoat-Microplates/Corning%C2%AE-384-well-Flat-Clear-Bottom-Black-Low-Flange-Polystyrene-Multicoated-Microplates/p/4589?lang=en"
"200","Success link","https://uat-ecatalog.corning.com/life-sciences/b2c/US/en/Microplates/Assay-Microplates/384-Well-Microplates/Corning%C2%AE-384-well-Polypropylene-Storage-Microplates/p/corning384WellPolypropyleneStorageMicroplates"
"200","Success link","https://uat-ecatalog.corning.com/life-sciences/b2c/US/en/Microplates/Assay-Microplates/384-Well-Microplates/Corning%C2%AE-384-well-Solid-Black-and-White-Polystyrene-Microplates/p/corning384WellSolidBlackAndWhitePolystyreneMicroplates"
"200","Success link","https://uat-ecatalog.corning.com/life-sciences/b2c/US/en/Microplates/Assay-Microplates/384-Well-Microplates/Corning%C2%AE-384-well-Spheroid-Microplates/p/corning384WellSpheroidMicroplates"
"200","Success link","https://uat-ecatalog.corning.com/life-sciences/b2c/US/en/Surfaces/Biologically-Coated-Surfaces/Corning%C2%AE-96-well-BioCoat%E2%84%A2-and-Corning-PureCoat%E2%84%A2-Microplates/p/corning96WellBioCoatAndCorningPureCoatMicroplates"
"200","Success link","https://uat-ecatalog.corning.com/life-sciences/b2c/US/en/Microplates/Assay-Microplates/96-Well-Microplates/Corning%C2%AE-96-well-Black-Clear-and-White-Clear-Bottom-Polystyrene-Microplates/p/corning96WellBlackClearAndWhiteClearBottomPolystyreneMicroplates"
"200","Success link","https://uat-ecatalog.corning.com/life-sciences/b2c/US/en/Microplates/c/microplates?productsSearchState=&resourcesSearchState=&relatedContentSearchState=&utm_source=&utm_medium=&initialResultType=products#"
"200","Success link","https://www.facebook.com/corningincorporated"
"200","Success link","https://www.facebook.com/corninggorillaglass"
"200","Success link","https://www.facebook.com/CorningLifeSciences"
"200","Success link","https://uat-ecatalog.corning.com/life-sciences/b2c/US/en/Microplates/c/microplates?productsSearchState=&resourcesSearchState=&relatedContentSearchState=&utm_source=&utm_medium=&initialResultType=products#"
"200","Success link","https://www.twitter.com/corning"
"200","Success link","https://www.twitter.com/corninggorilla"
"200","Success link","https://twitter.com/corningopcomm"
"200","Success link","https://twitter.com/CorningTalent"
"200","Success link","https://uat-ecatalog.corning.com/life-sciences/b2c/US/en/Microplates/c/microplates?productsSearchState=&resourcesSearchState=&relatedContentSearchState=&utm_source=&utm_medium=&initialResultType=products#"
"200","Success link","https://www.youtube.com/user/CorningIncorporated"
"200","Success link","https://www.youtube.com/user/CorningGorillaGlass"
"200","Success link","https://www.youtube.com/user/CorningLifeSciences"
"200","Success link","https://www.youtube.com/user/corningcablesystems"
"200","Success link","https://uat-ecatalog.corning.com/life-sciences/b2c/US/en/Microplates/c/microplates?productsSearchState=&resourcesSearchState=&relatedContentSearchState=&utm_source=&utm_medium=&initialResultType=products#"
"999","Broken link","https://www.linkedin.com/company/corning-incorporated"
"200","Success link","https://www.linkedin.com/showcase/3679/"
"200","Success link","https://www.linkedin.com/showcase/3680/"
"999","Broken link","https://www.linkedin.com/company/corning-in-asia"
"200","Success link","https://www.linkedin.com/showcase/51585388/"
"200","Success link","https://www.linkedin.com/showcase/11255441/"
"200","Success link","https://www.corning.com/worldwide/en/about-us/company-profile.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/products/advanced-optics.html"
"200","Success link","https://uat3-wcms.corning.com/gorillaglass/worldwide/en.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/products/display-glass.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/products/environmental-technologies.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/products/life-sciences.html"
"200","Success link","https://www.corning.com/optical-communications/worldwide/en/home/products.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/products/pharmaceutical-technologies/valor-glass.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/innovation/culture-of-innovation.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/innovation/corning-emerging-innovations.html"
"200","Success link","https://www.corning.com/worldwide/en/about-us/company-profile.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/about-us/corning-business-segments.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/sustainability.html"
"403","Broken link","https://investor.corning.com/"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/about-us/news-events.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/sustainability/processes/supply-chain-social-responsibility.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/sustainability/processes/supply-chain-social-responsibility/supplier-responsibility.html"
"200","Success link","https://www.corning.com/worldwide/en/careers.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/sustainability/people/values.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/careers/our-people.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/sustainability/people/diversity.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/careers/campus-programs.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/careers/locations.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/careers/work-at-corning.html"
"200","Success link","https://corningjobs.corning.com/"
"200","Success link","https://www.corning.com/worldwide/en/contact-us.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/contact-us.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/contact-us.html#location"
"200","Success link","https://www.corning.com/worldwide/en/about-us/company-profile.html"
"200","Success link","https://www.corning.com/worldwide/en/about-us/company-profile.html"
"200","Success link","https://www.corning.com/worldwide/en/careers.html"
"200","Success link","https://www.corning.com/worldwide/en/contact-us.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/cookies.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/disclosure-statements.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/legal-notices.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/patent-notices.html"
"200","Success link","https://uat3-wcms.corning.com/worldwide/en/privacy-policy.html"
"200","Success link","https://www.corning.com/worldwide/en/cookies.html"
"403","Broken link","https://www.onetrust.com/products/cookie-consent/"
"200","Success link","https://www.corning.com/worldwide/en/cookies.html"
"number of broken links:","5"
"number of success links:","161"
"Total number of links:","166"
